dataset,type,size,gamma,throughput
caida16,QMax,1000000,0.05,34529325024
caida16,QMax,1000000,0.05,34524706168
caida16,QMax,1000000,0.05,34499512408
caida16,QMax,1000000,0.05,34399352832
caida16,QMax,10000000,0.1,28230959800
caida16,QMax,10000000,0.1,28634416584
caida16,QMax,10000000,0.1,27829832576
caida16,QMax,10000000,0.1,28731136464
caida16,QMax,10000000,0.1,28606559648
caida16,QMax,10000000,0.1,29287671224
caida16,QMax,10000000,0.1,28079664944
caida16,QMax,10000000,0.1,28427586168
caida16,QMax,10000000,0.1,28561498480
caida16,QMax,10000000,0.1,27813399112
caida16,QMax,1000000,0.1,35759522520
caida16,QMax,1000000,0.1,35773925528
caida16,QMax,1000000,0.1,35909620960
caida16,QMax,1000000,0.1,35775449808
caida16,QMax,1000000,0.1,35714541880
caida16,QMax,1000000,0.1,35831802152
caida16,QMax,1000000,0.1,35828448736
caida16,QMax,1000000,0.1,35602999096
caida16,QMax,1000000,0.1,35795731360
caida16,QMax,1000000,0.1,35756479712
caida16,QMax,10000000,0.25,32003903672
caida16,QMax,10000000,0.25,32704646824
caida16,QMax,10000000,0.25,31553907456
caida16,QMax,10000000,0.25,32887635200
caida16,QMax,10000000,0.25,32617757112
caida16,QMax,10000000,0.25,31666393568
caida16,QMax,10000000,0.25,32329340328
caida16,QMax,10000000,0.25,31798028088
caida16,QMax,10000000,0.25,32581536768
caida16,QMax,10000000,0.25,31734894136
caida16,QMax,1000000,0.25,36764719032
caida16,QMax,1000000,0.25,36834594328
caida16,QMax,1000000,0.25,36613424176
caida16,QMax,1000000,0.25,36741262376
caida16,QMax,1000000,0.25,36744759592
caida16,QMax,1000000,0.25,36700601488
caida16,QMax,1000000,0.25,36830872784
caida16,QMax,1000000,0.25,36705611480
caida16,QMax,1000000,0.25,36773318272
caida16,QMax,1000000,0.25,36780709592
caida16,QMax,10000000,0.5,33974153488
caida16,QMax,10000000,0.5,33945560296
caida16,QMax,10000000,0.5,33759908744
caida16,QMax,10000000,0.5,33685115488
caida16,QMax,10000000,0.5,33677361792
caida16,QMax,10000000,0.5,34009482272
caida16,QMax,10000000,0.5,33780201800
caida16,QMax,10000000,0.5,34166966280
caida16,QMax,10000000,0.5,33719403160
caida16,QMax,10000000,0.5,33707548288
caida16,QMax,1000000,0.5,37040665480
caida16,QMax,1000000,0.5,36976674480
caida16,QMax,1000000,0.5,37182227952
caida16,QMax,1000000,0.5,37082160408
caida16,QMax,1000000,0.5,37158420424
caida16,QMax,1000000,0.5,37153439192
caida16,QMax,1000000,0.5,37156171392
caida16,QMax,1000000,0.5,37055344584
caida16,QMax,1000000,0.5,37044513568
caida16,QMax,1000000,0.5,37104495424
caida16,Skiplist,10000000,,1899793568
caida16,Skiplist,10000000,,1950946104
caida16,Skiplist,10000000,,1955737520
caida16,Skiplist,10000000,,1934754224
caida16,Skiplist,10000000,,1929209296
caida16,Skiplist,10000000,,1925274928
caida16,Skiplist,10000000,,1905407520
caida16,Skiplist,10000000,,1934202032
caida16,Skiplist,10000000,,1935179872
caida16,Skiplist,10000000,,1941207968
caida16,Skiplist,1000000,,20918252384
caida16,Skiplist,1000000,,21125819056
caida16,Skiplist,1000000,,21256717320
caida16,Skiplist,1000000,,21484266440
caida16,Skiplist,1000000,,21574290992
caida16,Skiplist,1000000,,21892186776
caida16,Skiplist,1000000,,21101769944
caida16,Skiplist,1000000,,21209660208
caida16,Skiplist,1000000,,21367236248
caida16,Skiplist,1000000,,21304660240
