dataset,type,size,gamma,throughput
caida16,Heap,10000000,,399608688
caida16,Heap,10000000,,397027096
caida16,Heap,10000000,,395438424
caida16,Heap,10000000,,398621536
caida16,Heap,10000000,,395546368
caida16,Heap,10000000,,399714160
caida16,Heap,10000000,,394547680
caida16,Heap,10000000,,396543408
caida16,Heap,10000000,,400631272
caida16,Heap,10000000,,395629592
caida16,Heap,1000000,,4631145328
caida16,Heap,1000000,,4624777456
caida16,Heap,1000000,,4628686512
caida16,Heap,1000000,,4605223936
caida16,Heap,1000000,,4622569960
caida16,Heap,1000000,,4554096384
caida16,Heap,1000000,,4610322848
caida16,Heap,1000000,,4542341200
caida16,Heap,1000000,,4579037216
caida16,Heap,1000000,,4612443000
caida16,OVS,1000000,,9220937392
caida16,OVS,1000000,,9436800672
caida16,OVS,1000000,,9488261944
caida16,OVS,1000000,,10034838448
caida16,OVS,1000000,,9220422392
caida16,OVS,1000000,,9448633312
caida16,OVS,1000000,,9441265928
caida16,OVS,1000000,,9224981584
caida16,OVS,1000000,,9245598888
caida16,OVS,1000000,,9227307736
caida16,OVS,10000000,,9220937392
caida16,OVS,10000000,,9436800672
caida16,OVS,10000000,,9488261944
caida16,OVS,10000000,,10034838448
caida16,OVS,10000000,,9220422392
caida16,OVS,10000000,,9448633312
caida16,OVS,10000000,,9441265928
caida16,OVS,10000000,,9224981584
caida16,OVS,10000000,,9245598888
caida16,OVS,10000000,,9227307736
caida16,QMax,10000000,0.05,3319629024
caida16,QMax,10000000,0.05,3188774528
caida16,QMax,10000000,0.05,3070565136
caida16,QMax,10000000,0.05,3328429344
caida16,QMax,10000000,0.05,3267239928
caida16,QMax,10000000,0.05,3330371512
caida16,QMax,10000000,0.05,3079878808
caida16,QMax,10000000,0.05,3122075848
caida16,QMax,10000000,0.05,3218897496
caida16,QMax,10000000,0.05,3084728872
caida16,QMax,1000000,0.05,6301456776
caida16,QMax,1000000,0.05,6274320808
caida16,QMax,1000000,0.05,6292782528
caida16,QMax,1000000,0.05,6164676072
caida16,QMax,1000000,0.05,6290420944
caida16,QMax,1000000,0.05,6325026472
caida16,QMax,1000000,0.05,6291993136
caida16,QMax,1000000,0.05,6352000112
caida16,QMax,1000000,0.05,6315132704
caida16,QMax,1000000,0.05,5724247248
caida16,QMax,10000000,0.1,4188811416
caida16,QMax,10000000,0.1,4503913136
caida16,QMax,10000000,0.1,4567193864
caida16,QMax,10000000,0.1,4632375560
caida16,QMax,10000000,0.1,4444018224
caida16,QMax,10000000,0.1,4530912320
caida16,QMax,10000000,0.1,4087009512
caida16,QMax,10000000,0.1,4502733992
caida16,QMax,10000000,0.1,4508068568
caida16,QMax,10000000,0.1,4632256904
caida16,QMax,1000000,0.1,6637847360
caida16,QMax,1000000,0.1,6632190600
caida16,QMax,1000000,0.1,6660937488
caida16,QMax,1000000,0.1,6655775952
caida16,QMax,1000000,0.1,6630208056
caida16,QMax,1000000,0.1,6668386448
caida16,QMax,1000000,0.1,6625951272
caida16,QMax,1000000,0.1,6650103536
caida16,QMax,1000000,0.1,6630676088
caida16,QMax,1000000,0.1,6641504272
caida16,QMax,10000000,0.25,5377293808
caida16,QMax,10000000,0.25,5580207104
caida16,QMax,10000000,0.25,5369527608
caida16,QMax,10000000,0.25,5677446520
caida16,QMax,10000000,0.25,5380977088
caida16,QMax,10000000,0.25,5337640456
caida16,QMax,10000000,0.25,5408974136
caida16,QMax,10000000,0.25,5362663688
caida16,QMax,10000000,0.25,5255798304
caida16,QMax,10000000,0.25,5503200184
caida16,QMax,1000000,0.25,5875426528
caida16,QMax,1000000,0.25,6864092216
caida16,QMax,1000000,0.25,6853185752
caida16,QMax,1000000,0.25,6891077392
caida16,QMax,1000000,0.25,6889985592
caida16,QMax,1000000,0.25,6848360408
caida16,QMax,1000000,0.25,6863774976
caida16,QMax,1000000,0.25,6865125512
caida16,QMax,1000000,0.25,6829129896
caida16,QMax,1000000,0.25,6861902848
caida16,QMax,10000000,0.5,5920163136
caida16,QMax,10000000,0.5,6014872872
caida16,QMax,10000000,0.5,5585175824
caida16,QMax,10000000,0.5,5749485544
caida16,QMax,10000000,0.5,5703915872
caida16,QMax,10000000,0.5,5837201168
caida16,QMax,10000000,0.5,5324205960
caida16,QMax,10000000,0.5,5750934960
caida16,QMax,10000000,0.5,5537388768
caida16,QMax,10000000,0.5,5967322304
caida16,QMax,1000000,0.5,6880232728
caida16,QMax,1000000,0.5,6941006024
caida16,QMax,1000000,0.5,6940280904
caida16,QMax,1000000,0.5,6919197216
caida16,QMax,1000000,0.5,6928051920
caida16,QMax,1000000,0.5,6924024208
caida16,QMax,1000000,0.5,6914525960
caida16,QMax,1000000,0.5,6958094960
caida16,QMax,1000000,0.5,6945074112
caida16,QMax,1000000,0.5,6939817816
caida16,Skiplist,10000000,,399510632
caida16,Skiplist,10000000,,403702320
caida16,Skiplist,10000000,,393284488
caida16,Skiplist,10000000,,398258152
caida16,Skiplist,10000000,,393937920
caida16,Skiplist,10000000,,395902336
caida16,Skiplist,10000000,,397832968
caida16,Skiplist,10000000,,394930016
caida16,Skiplist,10000000,,401646440
caida16,Skiplist,10000000,,403817680
caida16,Skiplist,1000000,,2680559344
caida16,Skiplist,1000000,,2650875568
caida16,Skiplist,1000000,,2741868240
caida16,Skiplist,1000000,,2697943272
caida16,Skiplist,1000000,,2679006104
caida16,Skiplist,1000000,,2692211528
caida16,Skiplist,1000000,,2678868496
caida16,Skiplist,1000000,,2676832392
caida16,Skiplist,1000000,,2651917104
caida16,Skiplist,1000000,,2679288736
