dataset,type,size,gamma,throughput
caida16,QMax,1000000,0.25,7440170184
caida16,QMax,1000000,0.25,7441127168
caida16,QMax,1000000,0.25,7446239008
caida16,QMax,10000000,0.5,7201245160
caida16,QMax,10000000,0.5,7122088912
caida16,QMax,10000000,0.5,7172179000
caida16,QMax,10000000,0.5,7218423320
caida16,QMax,10000000,0.5,7174723032
caida16,QMax,10000000,0.5,7268596624
caida16,QMax,10000000,0.5,7174758696
caida16,QMax,10000000,0.5,7183805464
caida16,QMax,10000000,0.5,7211118144
caida16,QMax,10000000,0.5,7191092808
caida16,QMax,1000000,0.5,7468873760
caida16,QMax,1000000,0.5,7468011880
caida16,QMax,1000000,0.5,7455802904
caida16,QMax,1000000,0.5,7459351472
caida16,QMax,1000000,0.5,7457806032
caida16,QMax,1000000,0.5,7462549344
caida16,QMax,1000000,0.5,7455856400
caida16,QMax,1000000,0.5,7454281240
caida16,QMax,1000000,0.5,7451315184
caida16,QMax,1000000,0.5,7453050832
caida16,Skiplist,10000000,,1684125408
caida16,Skiplist,10000000,,1638374440
caida16,Skiplist,10000000,,1627907056
caida16,Skiplist,10000000,,1589859512
caida16,Skiplist,10000000,,1657205032
caida16,Skiplist,10000000,,1665687120
caida16,Skiplist,10000000,,1619930208
caida16,Skiplist,10000000,,1647474704
caida16,Skiplist,10000000,,1667850736
caida16,Skiplist,10000000,,1635218176
caida16,Skiplist,1000000,,7487852952
caida16,Skiplist,1000000,,7492043472
caida16,Skiplist,1000000,,7489053640
caida16,Skiplist,1000000,,7479412472
caida16,Skiplist,1000000,,7490284048
caida16,Skiplist,1000000,,7484851232
caida16,Skiplist,1000000,,7489915520
caida16,Skiplist,1000000,,7482390416
caida16,Skiplist,1000000,,7485047384
caida16,Skiplist,1000000,,7494742048
