dataset,type,size,gamma,throughput
caida16,QMax,1000000,0.1,38047633608
caida16,QMax,1000000,0.1,38090250176
caida16,QMax,10000000,0.25,37397749640
caida16,QMax,10000000,0.25,35158484536
caida16,QMax,10000000,0.25,37588635512
caida16,QMax,10000000,0.25,37656629904
caida16,QMax,10000000,0.25,34559891152
caida16,QMax,10000000,0.25,35630896296
caida16,QMax,10000000,0.25,37208324776
caida16,QMax,10000000,0.25,37247662704
caida16,QMax,10000000,0.25,37580208832
caida16,QMax,10000000,0.25,37308139232
caida16,QMax,1000000,0.25,38069491208
caida16,QMax,1000000,0.25,38047213712
caida16,QMax,1000000,0.25,38030860776
caida16,QMax,1000000,0.25,38029704624
caida16,QMax,1000000,0.25,37945604632
caida16,QMax,1000000,0.25,38074903840
caida16,QMax,1000000,0.25,38031493496
caida16,QMax,1000000,0.25,38061881312
caida16,QMax,1000000,0.25,37971068736
caida16,QMax,1000000,0.25,38035686704
caida16,QMax,10000000,0.5,36470722808
caida16,QMax,10000000,0.5,36513621224
caida16,QMax,10000000,0.5,37351762400
caida16,QMax,10000000,0.5,36588385720
caida16,QMax,10000000,0.5,36227649040
caida16,QMax,10000000,0.5,37274610824
caida16,QMax,10000000,0.5,36286267672
caida16,QMax,10000000,0.5,37177476800
caida16,QMax,10000000,0.5,36397902488
caida16,QMax,10000000,0.5,36176456240
caida16,QMax,1000000,0.5,37934480264
caida16,QMax,1000000,0.5,37780343920
caida16,QMax,1000000,0.5,37946841312
caida16,QMax,1000000,0.5,38004815720
caida16,QMax,1000000,0.5,37945196240
caida16,QMax,1000000,0.5,38029831168
caida16,QMax,1000000,0.5,37856966312
caida16,QMax,1000000,0.5,38006201952
caida16,QMax,1000000,0.5,38041220128
caida16,QMax,1000000,0.5,38050664912
caida16,Skiplist,10000000,,1779898880
caida16,Skiplist,10000000,,1843274416
caida16,Skiplist,10000000,,1761705304
caida16,Skiplist,10000000,,1767336512
caida16,Skiplist,10000000,,1762936232
caida16,Skiplist,10000000,,1745743504
caida16,Skiplist,10000000,,1787704344
caida16,Skiplist,10000000,,1744558592
caida16,Skiplist,10000000,,1764713600
caida16,Skiplist,10000000,,1790752904
caida16,Skiplist,1000000,,26180078448
caida16,Skiplist,1000000,,25812611928
caida16,Skiplist,1000000,,25556118744
caida16,Skiplist,1000000,,26380926784
caida16,Skiplist,1000000,,25974835584
caida16,Skiplist,1000000,,25263537512
caida16,Skiplist,1000000,,26479688624
caida16,Skiplist,1000000,,26098060680
caida16,Skiplist,1000000,,26234463608
caida16,Skiplist,1000000,,25871104016
