dataset,type,size,gamma,throughput
univ1,QMax,10000000,0.1,35696958440
univ1,QMax,10000000,0.1,34923252496
univ1,QMax,10000000,0.1,34660827080
univ1,QMax,1000000,0.1,38063698904
univ1,QMax,1000000,0.1,38077752328
univ1,QMax,1000000,0.1,38205156440
univ1,QMax,1000000,0.1,38534982464
univ1,QMax,1000000,0.1,38501169432
univ1,QMax,1000000,0.1,37970408432
univ1,QMax,1000000,0.1,38097034184
univ1,QMax,1000000,0.1,38093421520
univ1,QMax,1000000,0.1,38298328816
univ1,QMax,1000000,0.1,38601502720
univ1,QMax,10000000,0.25,37247811216
univ1,QMax,10000000,0.25,36870451552
univ1,QMax,10000000,0.25,36749956056
univ1,QMax,10000000,0.25,36848544744
univ1,QMax,10000000,0.25,36749451464
univ1,QMax,10000000,0.25,36361049824
univ1,QMax,10000000,0.25,36621311936
univ1,QMax,10000000,0.25,36544732048
univ1,QMax,10000000,0.25,36098694192
univ1,QMax,10000000,0.25,36587037256
univ1,QMax,1000000,0.25,38238293104
univ1,QMax,1000000,0.25,38196030840
univ1,QMax,1000000,0.25,38562933640
univ1,QMax,1000000,0.25,38708846616
univ1,QMax,1000000,0.25,38243118936
univ1,QMax,1000000,0.25,38028420408
univ1,QMax,1000000,0.25,38282546896
univ1,QMax,1000000,0.25,38393218952
univ1,QMax,1000000,0.25,38658081440
univ1,QMax,1000000,0.25,38387518136
univ1,QMax,10000000,0.5,37303251920
univ1,QMax,10000000,0.5,37154483168
univ1,QMax,10000000,0.5,36991301336
univ1,QMax,10000000,0.5,36058224840
univ1,QMax,10000000,0.5,36084012712
univ1,QMax,10000000,0.5,36319630336
univ1,QMax,10000000,0.5,36927588544
univ1,QMax,10000000,0.5,36531274472
univ1,QMax,10000000,0.5,37302307152
univ1,QMax,10000000,0.5,37031561336
univ1,QMax,1000000,0.5,38299751336
univ1,QMax,1000000,0.5,38405812280
univ1,QMax,1000000,0.5,38734425136
univ1,QMax,1000000,0.5,38589811216
univ1,QMax,1000000,0.5,38247692472
univ1,QMax,1000000,0.5,38235083040
univ1,QMax,1000000,0.5,38323488632
univ1,QMax,1000000,0.5,38538783008
univ1,QMax,1000000,0.5,38658999368
univ1,QMax,1000000,0.5,38281709488
univ1,Skiplist,10000000,,2227467704
univ1,Skiplist,10000000,,2572393912
univ1,Skiplist,10000000,,2493924488
univ1,Skiplist,10000000,,2527597952
univ1,Skiplist,10000000,,2581852328
univ1,Skiplist,10000000,,2524795856
univ1,Skiplist,10000000,,2520324312
univ1,Skiplist,10000000,,2554743928
univ1,Skiplist,10000000,,2578314816
univ1,Skiplist,10000000,,2597188704
univ1,Skiplist,1000000,,3769935664
univ1,Skiplist,1000000,,3998424584
univ1,Skiplist,1000000,,4113686280
univ1,Skiplist,1000000,,4027180960
univ1,Skiplist,1000000,,4320096616
univ1,Skiplist,1000000,,4258960464
univ1,Skiplist,1000000,,3784515152
univ1,Skiplist,1000000,,4133741128
univ1,Skiplist,1000000,,4196831232
univ1,Skiplist,1000000,,4339029552
