dataset,type,size,gamma,throughput
caida18,QMax,1000000,0.5,38881095000
caida18,QMax,1000000,0.5,38876263800
caida18,Skiplist,10000000,,2309884560
caida18,Skiplist,10000000,,2320915800
caida18,Skiplist,10000000,,2369044800
caida18,Skiplist,10000000,,2262846240
caida18,Skiplist,10000000,,2314232640
caida18,Skiplist,10000000,,2313200520
caida18,Skiplist,10000000,,2242320960
caida18,Skiplist,10000000,,2338901040
caida18,Skiplist,10000000,,2373173280
caida18,Skiplist,10000000,,2345240160
caida18,Skiplist,1000000,,29571958200
caida18,Skiplist,1000000,,29874362040
caida18,Skiplist,1000000,,29511934200
caida18,Skiplist,1000000,,29528579880
caida18,Skiplist,1000000,,28983327720
caida18,Skiplist,1000000,,29953893840
caida18,Skiplist,1000000,,29519678760
caida18,Skiplist,1000000,,29238422400
caida18,Skiplist,1000000,,29577748320
caida18,Skiplist,1000000,,29892442440
